,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
3092,3092,Kepler-1345,b,Kepler-1345 b,1,44.616955700000005,,,,,6449.0,1.32,1.55,0,,2.36,0.318,,,,2.24,,1,0,1164.0,13.790999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1345_b/
3093,3093,Kepler-257,c,Kepler-257 c,3,6.581484,0.066,,,,5180.0,,1.04,0,,5.41,0.13699999999999998,,,,,,1,0,797.75,15.470999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-257_c/
3094,3094,Kepler-257,b,Kepler-257 b,3,2.3826669999999996,0.034,,,,5180.0,,1.04,0,,2.61,0.0755,,,,,,1,0,797.75,15.470999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-257_b/
3095,3095,Kepler-257,d,Kepler-257 d,3,24.664551,0.16,,,,5180.0,,1.04,0,,4.95,0.1106,,,,,,1,0,797.75,15.470999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-257_d/
3096,3096,Kepler-734,b,Kepler-734 b,1,6.10485286,,,,,5326.0,0.85,0.78,0,,3.56,0.19483,,,,2.34,,1,0,553.0,15.017000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-734_b/
3097,3097,Kepler-127,b,Kepler-127 b,3,14.435889000000001,0.125,,,,6106.0,,1.36,0,,1.4,0.1431,,,,,,1,0,356.41,11.485,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-127_b/
3098,3098,Kepler-127,c,Kepler-127 c,3,29.393195000000002,0.2,,,,6106.0,,1.36,0,,2.66,0.29600000000000004,,,,,,1,0,356.41,11.485,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-127_c/
3099,3099,Kepler-127,d,Kepler-127 d,3,48.630408,0.28,,,,6106.0,,1.36,0,,2.64,0.2924,,,,,,1,0,356.41,11.485,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-127_d/
3100,3100,Kepler-39,b,Kepler-39 b,1,21.08721,0.16399999999999998,0.11199999999999999,20.1,13.0,6350.0,1.29,1.4,0,897.0,13.9,0.2483,24.92,,0.66,2.1,,1,0,1090.44,14.46,Kepler,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-39_b/
3101,3101,Kepler-1399,b,Kepler-1399 b,1,1.63865306,,,,,5735.0,0.97,0.96,0,,1.25,0.08117,,,,4.37,,1,0,1256.0,15.49,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1399_b/
3102,3102,Kepler-352,b,Kepler-352 b,2,10.05537,0.085,,,,5212.0,,0.78,0,,0.86,0.1235,,,,,,1,0,254.59,12.957,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-352_b/
3103,3103,Kepler-352,c,Kepler-352 c,2,16.332995,0.11800000000000001,,,,5212.0,,0.78,0,,1.24,0.0884,,,,,,1,0,254.59,12.957,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-352_c/
3104,3104,Kepler-1315,b,Kepler-1315 b,1,0.84338011,,,,,4861.0,0.8,0.75,0,,1.38,0.059842,,,,3.47,,1,0,505.0,14.975,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1315_b/
3105,3105,Kepler-1156,b,Kepler-1156 b,1,11.89520511,,,,,5778.0,1.0,1.0,0,,1.32,0.146,,,,4.47,,1,0,759.0,14.152000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1156_b/
3106,3106,Kepler-294,b,Kepler-294 b,2,3.7012120000000004,0.048,,,,5913.0,,0.98,0,,1.77,0.1032,,,,,,1,0,1411.62,15.843,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-294_b/
3107,3107,Kepler-294,c,Kepler-294 c,2,6.6264,0.071,,,,5913.0,,0.98,0,,2.71,0.1323,,,,,,1,0,1411.62,15.843,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-294_c/
3108,3108,Kepler-1527,b,Kepler-1527 b,1,160.129918,,,,,6224.0,1.21,1.32,0,,4.77,0.5489999999999999,,,,2.82,,1,0,1560.0,15.13,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1527_b/
3109,3109,Kepler-108,b,Kepler-108 b,2,49.183921000000005,0.292,,,,5854.0,,2.19,0,,8.65,0.4699,,,,,,1,0,729.0,12.654000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-108_b/
3110,3110,Kepler-108,c,Kepler-108 c,2,190.32349399999998,0.721,,,,5854.0,,2.19,0,,8.18,0.6542,,,,,,1,0,729.0,12.654000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-108_c/
3111,3111,Kepler-465,b,Kepler-465 b,1,9.94067247,,,,,6310.0,1.23,1.29,0,,2.95,0.162525,,,,2.19,,1,0,587.0,12.663,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-465_b/
3112,3112,2MASS J19383260+4603591,b,2MASS J19383260+4603591 b,1,416.0,0.92,,1.9,,,0.48,,1,,,,,,,,,1,0,400.77,12.264000000000001,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/2m_1938%2B46_b/
3113,3113,Kepler-958,b,Kepler-958 b,1,9.767880499999999,,,,,5421.0,0.91,0.86,0,,2.06,0.08114199999999999,,,,4.37,,1,0,467.0,13.765999999999998,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-958_b/
3114,3114,Kepler-1548,b,Kepler-1548 b,1,124.82867900000001,,,,,5706.0,0.99,0.97,0,,2.64,0.26392,,,,4.37,,1,0,1150.0,15.259,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1548_b/
3115,3115,Kepler-256,c,Kepler-256 c,4,3.3880199999999996,0.045,,,,5551.0,,1.3,0,,2.15,0.1095,,,,,,1,0,1057.36,15.065,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-256_c/
3116,3116,Kepler-256,b,Kepler-256 b,4,1.620493,0.027000000000000003,,,,5551.0,,1.3,0,,1.59,0.0934,,,,,,1,0,1057.36,15.065,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-256_b/
3117,3117,Kepler-256,e,Kepler-256 e,4,10.681572000000001,0.096,,,,5551.0,,1.3,0,,2.35,0.1476,,,,,,1,0,1057.36,15.065,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-256_e/
3118,3118,Kepler-256,d,Kepler-256 d,4,5.8391720000000005,0.064,,,,5551.0,,1.3,0,,2.48,0.1306,,,,,,1,0,1057.36,15.065,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-256_d/
3119,3119,Kepler-1323,b,Kepler-1323 b,1,0.92990668,,,,,6169.0,1.18,1.4,0,,1.52,0.072617,,,,3.55,,1,0,530.0,12.41,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1323_b/
3120,3120,Kepler-346,c,Kepler-346 c,2,23.851549,0.168,,,,6033.0,,1.02,0,,3.07,0.0994,,,,,,1,0,1012.42,15.214,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-346_c/
3121,3121,Kepler-346,b,Kepler-346 b,2,6.511127,0.071,,,,6033.0,,1.02,0,,2.66,0.0629,,,,,,1,0,1012.42,15.214,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-346_b/
3122,3122,Kepler-216,c,Kepler-216 c,2,17.406669,0.136,,,,6091.0,,1.26,0,,3.04,0.2862,,,,,,1,0,1229.44,13.998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-216_c/
3123,3123,Kepler-216,b,Kepler-216 b,2,7.693641,0.079,,,,6091.0,,1.26,0,,2.35,0.2104,,,,,,1,0,1229.44,13.998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-216_b/
3124,3124,Kepler-987,b,Kepler-987 b,1,105.30331480000001,,,,,5637.0,0.97,0.91,0,,3.26,0.255,,,,2.45,,1,0,936.0,14.985999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-987_b/
3125,3125,Kepler-1085,b,Kepler-1085 b,1,219.32175279999998,,,,,6000.0,1.11,1.14,0,,7.22,0.5149199999999999,,,,3.39,,1,0,1518.0,15.273,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1085_b/
3126,3126,Kepler-461,b,Kepler-461 b,1,8.31378306,,,,,5634.0,0.98,0.91,0,,2.58,0.124696,,,,2.51,,1,0,468.0,13.704,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-461_b/
3127,3127,Kepler-67,b,Kepler-67 b,1,15.7259,0.1171,,,,5331.0,0.86,0.78,0,,2.94,,32.4,,2.66,1.0,,1,0,1107.0,16.4,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-67_b/
3128,3128,Kepler-735,b,Kepler-735 b,1,11.51516988,,,,,5107.0,0.85,0.8,0,,2.95,0.084121,,,,4.37,,1,0,790.0,15.386,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-735_b/
3129,3129,Kepler-320,b,Kepler-320 b,2,8.371554,0.085,,,,6435.0,,1.11,0,,1.14,0.1683,,,,,,1,0,846.74,13.474,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-320_b/
3130,3130,Kepler-320,c,Kepler-320 c,2,17.934936999999998,0.142,,,,6435.0,,1.11,0,,1.37,0.2192,,,,,,1,0,846.74,13.474,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-320_c/
3131,3131,Kepler-736,b,Kepler-736 b,1,3.60147201,,,,,5217.0,0.86,0.81,0,,2.93,0.10507999999999999,,,,4.27,,1,0,1007.0,15.732999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-736_b/
3132,3132,Kepler-478,b,Kepler-478 b,1,13.2217576,,,,,5210.0,0.85,0.8,0,,2.71,0.121121,,,,4.9,,1,0,420.0,13.937999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-478_b/
3133,3133,Kepler-999,b,Kepler-999 b,1,5.99185702,,,,,6237.0,1.29,1.65,0,,2.34,0.06758,,,,3.09,,1,0,568.0,12.239,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-999_b/
3134,3134,Kepler-651,b,Kepler-651 b,1,21.38521506,,,,,5522.0,0.92,0.87,0,,2.37,0.167963,,,,3.55,,1,0,537.0,13.94,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-651_b/
3135,3135,Kepler-861,b,Kepler-861 b,1,3.94963138,,,,,5047.0,0.82,0.78,0,,2.28,0.06578300000000001,,,,4.47,,1,0,806.0,15.623,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-861_b/
3136,3136,Kepler-962,b,Kepler-962 b,1,12.05707239,,,,,5478.0,0.93,0.86,0,,1.97,0.094158,,,,2.4,,1,0,439.0,13.575999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-962_b/
3137,3137,Kepler-613,b,Kepler-613 b,1,15.77979614,,,,,5723.0,0.98,0.96,0,,2.29,0.16805799999999999,,,,4.27,,1,0,864.0,14.607999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-613_b/
3138,3138,Kepler-484,b,Kepler-484 b,1,10.04556931,,,,,5668.0,0.96,0.87,0,,2.28,0.133275,,,,1.48,,1,0,377.0,13.024000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-484_b/
3139,3139,Kepler-1074,b,Kepler-1074 b,1,5.94566534,,,,,4002.0,0.6,0.57,0,,1.25,0.090571,,,,3.55,,1,0,245.0,15.026,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1074_b/
3140,3140,Kepler-860,b,Kepler-860 b,1,5.10137945,,,,,5836.0,1.04,1.06,0,,3.24,0.10805,,,,4.27,,1,0,1295.0,15.455,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-860_b/
3141,3141,Kepler-218,d,Kepler-218 d,3,124.52446470000001,,,,,5502.0,,1.06,0,,2.66,0.39992,,,,,,1,0,669.02,13.967,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-218_d/
3142,3142,Kepler-218,c,Kepler-218 c,3,44.699576,0.248,,,,5502.0,,1.06,0,,3.14,0.2613,,,,,,1,0,669.02,13.967,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-218_c/
3143,3143,Kepler-218,b,Kepler-218 b,3,3.6193370000000002,0.046,,,,5502.0,,1.06,0,,1.48,0.1256,,,,,,1,0,669.02,13.967,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-218_b/
3144,3144,Kepler-562,b,Kepler-562 b,1,18.00931444,,,,,5575.0,0.93,0.9,0,,5.21,0.20713800000000002,,,,4.57,,1,0,822.0,14.794,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-562_b/
3145,3145,Kepler-614,b,Kepler-614 b,1,14.03491514,,,,,5268.0,0.85,0.81,0,,2.39,0.149146,,,,4.79,,1,0,571.0,14.574000000000002,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-614_b/
3146,3146,Kepler-105,b,Kepler-105 b,2,5.4122,0.066,0.47,,,5827.0,0.96,0.89,0,1418.0,4.81,0.1375,8.9,,,,,1,0,465.33,12.790999999999999,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
3147,3147,Kepler-105,c,Kepler-105 c,2,7.1262,,,0.014469999999999998,11.2,5827.0,0.96,0.89,0,,1.31,,,,,,,1,0,465.33,12.790999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-105_c/
3148,3148,Kepler-217,b,Kepler-217 b,3,5.374943,0.065,,,,6171.0,,1.8,0,,2.23,0.1671,,,,,,1,0,1140.95,13.294,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-217_b/
3149,3149,Kepler-217,c,Kepler-217 c,3,8.586003999999999,0.08900000000000001,,,,6171.0,,1.8,0,,1.85,0.1398,,,,,,1,0,1140.95,13.294,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-217_c/
3150,3150,Kepler-217,d,Kepler-217 d,3,3.88689525,,,,,6171.0,,1.8,0,,1.32,0.15242,,,,,,1,0,1140.95,13.294,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-217_d/
3151,3151,KOI-217,b,KOI-217 b,1,3.9051199999999997,0.0477,0.0,,,5545.0,0.95,0.86,0,,12.442,,,,,,,1,0,800.0,15.127,Kepler,2010,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
3152,3152,Kepler-563,b,Kepler-563 b,1,22.18432708,,,,,5066.0,0.8,0.77,0,,3.09,0.12734600000000001,,,,5.37,,1,0,557.0,14.767000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-563_b/
