,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
2077,2077,KOI-55,b,KOI-55 b,2,0.24010399999999998,0.006,,0.0014,,27730.0,0.5,0.2,0,,0.759,,,1.36,84.1,,,1,0,1180.0,14.87,Kepler,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-70__b/
2078,2078,Kepler-636,b,Kepler-636 b,1,16.08066115,,,,,5203.0,0.85,0.8,0,,4.45,0.11961199999999998,,,,5.01,,1,0,341.0,13.652999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-636_b/
2079,2079,Kepler-755,b,Kepler-755 b,2,1.26909037,,,,,5043.0,0.82,0.77,0,,1.76,0.065567,,,,4.9,,1,0,368.0,13.999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-755_b/
2080,2080,Kepler-755,c,Kepler-755 c,2,2.85313364,,,,,5043.0,0.82,0.77,0,,1.26,0.0598,,,,4.9,,1,0,368.0,13.999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-755_c/
2081,2081,Kepler-1423,b,Kepler-1423 b,1,23.955378,,,,,4939.0,0.79,0.75,0,,1.06,0.13271,,,,4.68,,1,0,449.0,14.552999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1423_b/
2082,2082,Kepler-1333,b,Kepler-1333 b,1,109.6471842,,,,,5628.0,0.94,0.92,0,,2.81,0.26033,,,,4.57,,1,0,958.0,15.162,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1333_b/
2083,2083,Kepler-950,b,Kepler-950 b,1,98.7180406,,,,,5857.0,1.02,1.02,0,,8.98,0.267433,,,,3.8,,1,0,1489.0,15.7,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-950_b/
2084,2084,Kepler-758,b,Kepler-758 b,4,12.1097104,,,,,6228.0,1.16,1.42,0,,2.48,0.242,,,,3.8,,1,0,1353.0,14.347999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-758_b/
2085,2085,Kepler-758,c,Kepler-758 c,4,4.75793986,,,,,6228.0,1.16,1.42,0,,1.69,0.19487000000000002,,,,3.8,,1,0,1353.0,14.347999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-758_c/
2086,2086,Kepler-758,d,Kepler-758 d,4,20.4966197,,,,,6228.0,1.16,1.42,0,,2.12,0.2658,,,,3.8,,1,0,1353.0,14.347999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-758_d/
2087,2087,Kepler-758,e,Kepler-758 e,4,8.1934719,,,,,6228.0,1.16,1.42,0,,1.53,0.21029,,,,3.8,,1,0,1353.0,14.347999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-758_e/
2088,2088,Kepler-696,b,Kepler-696 b,1,4.19042557,,,,,5903.0,1.06,1.08,0,,6.14,0.118346,,,,3.98,,1,0,1285.0,15.27,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-696_b/
2089,2089,Kepler-1318,b,Kepler-1318 b,1,213.25766299999998,,,,,4598.0,0.73,0.7,0,,3.11,0.32395999999999997,,,,4.57,,1,0,475.0,15.165,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1318_b/
2090,2090,Kepler-65,e,Kepler-65 e,4,258.8,,0.28300000000000003,0.82,,6211.0,1.25,1.41,0,,,,,,0.621,2.9,,1,0,306.39,11.017999999999999,W. M. Keck Observatory,2019,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,
2091,2091,Kepler-65,d,Kepler-65 d,4,8.13123,0.084,,,,6211.0,1.25,1.41,0,,1.52,0.1708,12.821,,0.621,2.9,,1,0,306.39,11.017999999999999,Kepler,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-65_d/
2092,2092,Kepler-65,b,Kepler-65 b,4,2.1549099999999997,0.035,,,,6211.0,1.25,1.41,0,,1.42,0.1282,10.526,,0.621,2.9,,1,0,306.39,11.017999999999999,Kepler,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-65_b/
2093,2093,Kepler-65,c,Kepler-65 c,4,5.8599440000000005,0.068,,,,6211.0,1.25,1.41,0,,2.58,0.1637,10.309000000000001,,0.621,2.9,,1,0,306.39,11.017999999999999,Kepler,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-65_c/
2094,2094,Kepler-1599,b,Kepler-1599 b,1,122.363553,,,,,5767.0,0.99,0.99,0,,1.62,0.3883,,,,4.27,,1,0,1004.0,14.945,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1599_b/
2095,2095,Kepler-1582,b,Kepler-1582 b,1,4.83817712,,,,,3208.0,0.28,0.3,0,,1.49,0.0525,,,,7.76,,1,0,112.0,17.058,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1582_b/
2096,2096,Kepler-971,b,Kepler-971 b,1,9.59070716,,,,,5431.0,0.88,0.85,0,,2.13,0.145196,,,,4.47,,1,0,345.0,13.237,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-971_b/
2097,2097,Kepler-1242,b,Kepler-1242 b,1,13.62798432,,,,,4895.0,0.77,0.74,0,,2.26,0.12696300000000002,,,,5.62,,1,0,682.0,15.462,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1242_b/
2098,2098,Kepler-1532,b,Kepler-1532 b,1,1.09366356,,,,,5559.0,0.91,0.88,0,,1.35,0.061828999999999995,,,,4.27,,1,0,824.0,14.815,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1532_b/
2099,2099,Kepler-756,b,Kepler-756 b,1,1.22486632,,,,,5282.0,0.82,0.79,0,,1.12,0.07094600000000001,,,,4.47,,1,0,852.0,15.376,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-756_b/
2100,2100,Kepler-1540,b,Kepler-1540 b,1,125.41311770000002,,,,,4540.0,0.74,0.69,0,,2.49,0.092225,,,,2.51,,1,0,262.0,14.073,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1540_b/
2101,2101,Kepler-390,c,Kepler-390 c,2,13.060022,0.10099999999999999,,,,5166.0,,0.78,0,,0.79,0.111,,,,,,1,0,440.79,13.942,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-390_c/
2102,2102,Kepler-390,b,Kepler-390 b,2,6.738088,0.065,,,,5166.0,,0.78,0,,0.82,0.099,,,,,,1,0,440.79,13.942,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-390_b/
2103,2103,Kepler-1062,b,Kepler-1062 b,1,9.30412078,,,,,4597.0,0.75,0.7,0,,1.76,0.078808,,,,2.45,,1,0,388.0,14.796,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1062_b/
2104,2104,Kepler-487,b,Kepler-487 b,2,15.3587684,,,,,5444.0,0.91,0.88,0,,11.42,0.172717,,,,5.62,,1,0,835.0,14.991,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-487_b/
2105,2105,Kepler-487,c,Kepler-487 c,2,38.6519976,,,,,5444.0,0.91,0.88,0,,2.68,0.264,,,,5.62,,1,0,835.0,14.991,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-487_c/
2106,2106,KIC 5951458,b,KIC 5951458 b,1,1320.1,,,,,6258.0,0.98,1.52,0,,6.6,,278.1,,,,,1,0,758.78,12.713,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-456_b/
2107,2107,Kepler-1331,b,Kepler-1331 b,1,0.78916165,,,,,4508.0,0.72,0.69,0,,1.05,0.037717,,,,4.17,,1,0,365.0,15.030999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1331_b/
2108,2108,HD 89744,b,HD 89744 b,1,256.78,0.917,0.677,8.35,,6291.0,1.86,,0,,,,,,,,,0,0,38.68,5.72,Fred Lawrence Whipple Observatory,1999,Ground,1.5 m Tillinghast Reflector Telescope,AFOE Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_89744_b/
2109,2109,Kepler-200,c,Kepler-200 c,2,10.222157000000001,0.09,,,,5678.0,,0.94,0,,1.59,0.0463,,,,,,1,0,678.93,13.984000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-200_c/
2110,2110,Kepler-200,b,Kepler-200 b,2,8.594805000000001,0.08,,,,5678.0,,0.94,0,,2.13,0.1472,,,,,,1,0,678.93,13.984000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-200_b/
2111,2111,Kepler-496,b,Kepler-496 b,1,8.30864937,,,,,5293.0,0.86,0.82,0,,2.32,0.13421,,,,4.57,,1,0,655.0,14.817,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-496_b/
2112,2112,Kepler-265,c,Kepler-265 c,4,17.028937,0.127,,,,5835.0,,1.1,0,,2.63,0.1972,,,,,,1,0,1328.21,15.380999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-265_c/
2113,2113,Kepler-265,e,Kepler-265 e,4,67.831024,0.319,,,,5835.0,,1.1,0,,2.59,0.2944,,,,,,1,0,1328.21,15.380999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-265_e/
2114,2114,Kepler-265,b,Kepler-265 b,4,6.846261999999999,0.069,,,,5835.0,,1.1,0,,1.86,0.1496,,,,,,1,0,1328.21,15.380999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-265_b/
2115,2115,Kepler-265,d,Kepler-265 d,4,43.130617,0.23600000000000002,,,,5835.0,,1.1,0,,2.49,0.1277,,,,,,1,0,1328.21,15.380999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-265_d/
2116,2116,Kepler-1653,b,Kepler-1653 b,1,140.2524,0.4706,,,3.08,4807.0,0.72,0.69,0,284.0,2.17,0.275,146.7,-0.636,2.16,7.7,,1,0,755.0,15.429,Kepler,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
2117,2117,Kepler-201,b,Kepler-201 b,2,25.672082999999997,0.175,,,,6065.0,,1.23,0,,2.46,0.2345,,,,,,1,0,648.18,13.004000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-201_b/
2118,2118,Kepler-201,c,Kepler-201 c,2,151.884058,0.573,,,,6065.0,,1.23,0,,2.85,0.5412,,,,,,1,0,648.18,13.004000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-201_c/
2119,2119,Kepler-1468,b,Kepler-1468 b,2,8.23984869,,,,,5893.0,1.04,1.05,0,,1.73,0.23404,,,,3.55,,1,0,1130.0,15.024000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1468_b/
2120,2120,Kepler-1468,c,Kepler-1468 c,2,3.54553021,,,,,5893.0,1.04,1.05,0,,1.15,0.1737,,,,3.55,,1,0,1130.0,15.024000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1468_c/
2121,2121,Kepler-517,b,Kepler-517 b,1,60.92832271,,,,,5690.0,0.95,0.98,0,,2.67,0.263592,,,,6.31,,1,0,284.0,12.193,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-517_b/
2122,2122,Kepler-99,b,Kepler-99 b,1,4.60358,,,0.019,10.9,4782.0,0.79,0.73,0,,1.48,,,,2.86,1.47,,1,0,209.63,12.97,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
2123,2123,Kepler-698,b,Kepler-698 b,1,16.32976218,,,,,5612.0,0.94,0.91,0,,3.68,0.26554,,,,4.27,,1,0,1135.0,15.447000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-698_b/
2124,2124,Kepler-363,d,Kepler-363 d,3,11.932125,0.107,,,,5593.0,,1.49,0,,2.05,0.2646,,,,,,1,0,779.76,13.353,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-363_d/
2125,2125,Kepler-363,b,Kepler-363 b,3,3.6145680000000002,0.048,,,,5593.0,,1.49,0,,1.16,0.1417,,,,,,1,0,779.76,13.353,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-363_b/
2126,2126,Kepler-363,c,Kepler-363 c,3,7.542427,0.079,,,,5593.0,,1.49,0,,1.69,0.2042,,,,,,1,0,779.76,13.353,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-363_c/
2127,2127,Kepler-1129,b,Kepler-1129 b,2,24.3397804,,,,,5831.0,1.0,1.0,0,,2.96,0.13717000000000001,,,,4.07,,1,0,1258.0,15.28,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1129_b/
2128,2128,Kepler-1129,c,Kepler-1129 c,2,76.53695859999999,,,,,5831.0,1.0,1.0,0,,2.73,0.23721,,,,4.07,,1,0,1258.0,15.28,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1129_c/
2129,2129,Kepler-1081,b,Kepler-1081 b,1,3.85691855,,,,,5345.0,0.88,0.84,0,,1.01,0.082662,,,,4.68,,1,0,425.0,13.745999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1081_b/
2130,2130,Kepler-202,c,Kepler-202 c,2,16.282493,0.113,,,,4668.0,,0.67,0,,1.85,0.1189,,,,,,1,0,287.48,13.872,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-202_c/
2131,2131,Kepler-202,b,Kepler-202 b,2,4.069426999999999,0.045,,,,4668.0,,0.67,0,,1.63,0.0861,,,,,,1,0,287.48,13.872,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-202_b/
2132,2132,Kepler-336,b,Kepler-336 b,3,2.024823,0.033,,,,5867.0,,1.3,0,,1.02,0.1151,,,,,,1,0,2331.54,13.597999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-336_b/
2133,2133,Kepler-336,d,Kepler-336 d,3,20.678772,0.154,,,,5867.0,,1.3,0,,2.37,0.1881,,,,,,1,0,2331.54,13.597999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-336_d/
2134,2134,Kepler-336,c,Kepler-336 c,3,9.600000999999999,0.092,,,,5867.0,,1.3,0,,2.1,0.1768,,,,,,1,0,2331.54,13.597999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-336_c/
2135,2135,Kepler-354,d,Kepler-354 d,3,24.209842000000002,0.146,,,,4648.0,,0.67,0,,1.24,0.1822,,,,,,1,0,562.96,15.549000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-354_d/
2136,2136,Kepler-354,b,Kepler-354 b,3,5.47666,0.054000000000000006,,,,4648.0,,0.67,0,,1.84,0.1043,,,,,,1,0,562.96,15.549000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-354_b/
2137,2137,Kepler-354,c,Kepler-354 c,3,16.934402,0.115,,,,4648.0,,0.67,0,,1.31,0.14400000000000002,,,,,,1,0,562.96,15.549000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-354_c/
2138,2138,Kepler-132,b,Kepler-132 b,4,6.178196,0.067,,,,6003.0,,1.18,0,,1.21,0.136,,,,,,1,0,303.0,11.818,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-132_b/
2139,2139,Kepler-132,e,Kepler-132 e,4,110.28693740000001,,,,,6003.0,,1.18,0,,1.18,0.18508,,,,,,1,0,303.0,11.818,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-132_e/
2140,2140,Kepler-132,d,Kepler-132 d,4,18.010199,0.136,,,,6003.0,,1.18,0,,1.55,0.1213,,,,,,1,0,303.0,11.818,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-132_d/
2141,2141,Kepler-132,c,Kepler-132 c,4,6.414914,0.068,,,,6003.0,,1.18,0,,1.28,0.1375,,,,,,1,0,303.0,11.818,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-132_c/
2142,2142,Kepler-697,b,Kepler-697 b,1,3.70987065,,,,,5513.0,0.92,0.88,0,,4.13,0.129,,,,4.37,,1,0,1091.0,15.581,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-697_b/
2143,2143,Kepler-74,b,Kepler-74 b,1,7.340711,0.0781,0.0,0.63,0.88,6000.0,1.18,1.12,0,1078.0,10.76,0.1284,15.47,,1.3,0.8,,1,0,1218.33,14.23,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-74_b/
2144,2144,Kepler-1580,b,Kepler-1580 b,1,56.6449279,,,,,6228.0,1.47,2.15,0,,2.11,0.62829,,,,2.75,,1,0,872.0,12.561,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1580_b/
2145,2145,Kepler-1095,b,Kepler-1095 b,1,4.27103091,,,,,5658.0,0.94,0.92,0,,1.21,0.094733,,,,4.47,,1,0,758.0,14.552999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1095_b/
2146,2146,Kepler-518,b,Kepler-518 b,1,8.51203588,,,,,5842.0,0.96,0.88,0,,2.11,0.091317,,,,1.35,,1,0,324.0,12.549000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-518_b/
2147,2147,Kepler-759,b,Kepler-759 b,1,41.805985,,,,,5860.0,1.04,1.04,0,,2.27,0.2555,,,,3.89,,1,0,892.0,14.502,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-759_b/
2148,2148,Kepler-519,b,Kepler-519 b,1,24.3078946,,,,,5260.0,0.89,0.8,0,,2.1,0.108254,,,,1.91,,1,0,234.0,12.63,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-519_b/
2149,2149,Kepler-757,b,Kepler-757 b,1,1.02267882,,,,,6014.0,1.08,1.13,0,,1.36,0.055812,,,,3.31,,1,0,1016.0,14.802999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-757_b/
2150,2150,Kepler-203,d,Kepler-203 d,3,11.32972,0.1,,,,5821.0,,1.11,0,,1.44,0.1663,,,,,,1,0,717.73,13.989,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-203_d/
2151,2151,Kepler-203,b,Kepler-203 b,3,3.162697,0.043,,,,5821.0,,1.11,0,,2.57,0.0792,,,,,,1,0,717.73,13.989,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-203_b/
2152,2152,Kepler-203,c,Kepler-203 c,3,5.370647,0.061,,,,5821.0,,1.11,0,,2.47,0.0839,,,,,,1,0,717.73,13.989,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-203_c/
2153,2153,Kepler-927,b,Kepler-927 b,1,9.1149903,,,,,5743.0,0.99,0.99,0,,1.72,0.186883,,,,4.37,,1,0,879.0,14.63,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-927_b/
2154,2154,Kepler-699,b,Kepler-699 b,1,27.80756293,,,,,5330.0,0.81,0.78,0,,14.11,0.175242,,,,4.57,,1,0,888.0,15.482000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-699_b/
2155,2155,ups And,b,ups And b,3,4.617033,0.059222000000000004,0.0215,0.6876,,,1.3,1.56,0,,,,,,,5.0,0.06,0,0,13.41,4.1,Lick Observatory,1996,Ground,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/ups_and_b/
2156,2156,ups And,d,ups And d,3,1276.46,2.51329,0.2987,4.132,,,1.3,1.56,0,,,,,,,5.0,0.06,0,0,13.41,4.1,Multiple Observatories,1999,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/ups_and_d/
2157,2157,ups And,c,ups And c,3,241.25799999999998,0.827774,0.2596,1.9809999999999999,,,1.3,1.56,0,,,,,,,5.0,0.06,0,0,13.41,4.1,Multiple Observatories,1999,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/ups_and_c/
2158,2158,Kepler-1296,b,Kepler-1296 b,1,8.3839865,,,,,5359.0,0.87,0.83,0,,0.91,0.20800000000000002,,,,4.17,,1,0,631.0,14.667,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1296_b/
2159,2159,Kepler-1379,b,Kepler-1379 b,1,0.88184115,,,,,5188.0,0.83,0.79,0,,1.3,0.054379,,,,5.01,,1,0,951.0,15.919,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1379_b/
2160,2160,Kepler-637,b,Kepler-637 b,1,23.20584623,,,,,6096.0,1.64,2.56,0,,4.75,0.17915799999999998,,,,2.19,,1,0,1575.0,13.413,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-637_b/
2161,2161,Kepler-1093,b,Kepler-1093 b,2,25.082462600000003,,,,,6166.0,1.13,1.2,0,,1.95,0.26488,,,,2.95,,1,0,848.0,13.838,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1093_b/
2162,2162,Kepler-1093,c,Kepler-1093 c,2,89.72229200000001,,,,,6166.0,1.13,1.2,0,,1.96,0.44492,,,,2.95,,1,0,848.0,13.838,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1093_c/
2163,2163,Kepler-118,b,Kepler-118 b,2,7.518496000000001,0.073,,,,5274.0,,1.09,0,,1.96,0.11900000000000001,,,,,,1,0,583.81,14.710999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-118_b/
2164,2164,Kepler-118,c,Kepler-118 c,2,20.17202,0.141,,,,5274.0,,1.09,0,,7.68,0.1295,,,,,,1,0,583.81,14.710999999999999,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-118_c/
2165,2165,Kepler-440,b,Kepler-440 b,1,101.11140999999999,0.242,0.34,,,4134.0,0.57,0.56,0,,1.86,0.3313,99.0,-1.102,4.76,1.3,,1,0,261.0,15.134,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-440_b/
2166,2166,Kepler-1506,b,Kepler-1506 b,1,14.0329154,,,,,5676.0,0.95,0.93,0,,1.32,0.28517,,,,3.98,,1,0,1318.0,15.652000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1506_b/
2167,2167,Kepler-1407,b,Kepler-1407 b,1,20.071150399999997,,,,,6010.0,1.1,1.15,0,,2.25,0.25571,,,,3.24,,1,0,1275.0,14.935,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1407_b/
2168,2168,Kepler-1205,b,Kepler-1205 b,1,1.07839035,,,,,5226.0,0.84,0.81,0,,1.41,0.051237,,,,4.9,,1,0,766.0,15.142999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1205_b/
2169,2169,Kepler-948,b,Kepler-948 b,1,7.76846622,,,,,5679.0,0.96,0.94,0,,1.85,0.18270999999999998,,,,4.17,,1,0,884.0,14.8,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-948_b/
2170,2170,Kepler-996,b,Kepler-996 b,1,3.77059058,,,,,6014.0,1.09,1.14,0,,1.98,0.084392,,,,3.63,,1,0,1098.0,14.668,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-996_b/
